isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description
9780878057009,0878057005,Conversations with John Updike,John Updike;James Plath,Biography & Autobiography,http://books.google.com/books/content?id=eXsddzer-FQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Collects thirty-two interviews with the writer between 1959 and 1993,1994.0,3.58,302.0,12.0,Conversations with John Updike,9780878057009 Collects thirty-two interviews with the writer between 1959 and 1993
9780878510375,0878510370,The Good Housekeeping Illustrated Cookbook,Zoe Coulson,Cookbooks,,"Over 900 dishes, plus illustrated step-by-step recipes.",1980.0,4.36,512.0,1114.0,The Good Housekeeping Illustrated Cookbook,"9780878510375 Over 900 dishes, plus illustrated step-by-step recipes."
9780879100360,0879100362,Harpo Speaks!,Harpo Marx;Rowland Barber,Biography & Autobiography,http://books.google.com/books/content?id=vdky6OK4z4gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Depicts the personal life of Harpo Marx and traces his career as a member of the Marx Brothers comedy team,1985.0,4.4,482.0,1934.0,Harpo Speaks!,9780879100360 Depicts the personal life of Harpo Marx and traces his career as a member of the Marx Brothers comedy team
9780879387556,0879387556,John Deere Farm Tractors,Randy Leffingwell,Technology & Engineering,http://books.google.com/books/content?id=Tp1xPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Describes how the plow company got into the tractor business, and recounts the history of successive tractor models.",1992.0,4.22,192.0,22.0,John Deere Farm Tractors: A History of the John Deere Tractor,"9780879387556 Describes how the plow company got into the tractor business, and recounts the history of successive tractor models."
9780880291231,0880291230,The Roald Dahl Omnibus,Roald Dahl,England,http://books.google.com/books/content?id=Q3pCFbvW0fUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From cover: ""Perfect bedtime stories for sleepless nights.""",1987.0,4.35,681.0,2245.0,The Roald Dahl Omnibus,"9780880291231 From cover: ""Perfect bedtime stories for sleepless nights."""
9780880292511,0880292512,Understanding Physics,Isaac Asimov,Physics,http://books.google.com/books/content?id=pSKvaLV6zkcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Motion, Sound, and Heat.",1988.0,4.13,833.0,818.0,Understanding Physics,"9780880292511 Motion, Sound, and Heat."
9780881792065,0881792063,The elements of typographic style,Robert Bringhurst,Design,http://books.google.com/books/content?id=uKkQAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Completely updated, this book features the definitive rules of engagement forpracticing the art of typography. Illustrations throughout.",2004.0,4.24,352.0,7296.0,The elements of typographic style,"9780881792065 Completely updated, this book features the definitive rules of engagement forpracticing the art of typography. Illustrations throughout."
9780881842678,0881842672,The Secret of Santa Vittoria,Robert Crichton,Fiction,,The clownish Bombolini becomes a man of significance when he devises a plan to prevent the Germans from taking Santa Vittoria's liquor supply,1986.0,4.13,416.0,553.0,The Secret of Santa Vittoria,9780881842678 The clownish Bombolini becomes a man of significance when he devises a plan to prevent the Germans from taking Santa Vittoria's liquor supply
9780883657270,0883657279,Alfred Hitchcock,Alfred Hitchcock,Fiction,http://books.google.com/books/content?id=lJ_SwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"47 tales of murder for profit, revenge, accident, or assassination are related with twists and turns, if necessary",2005.0,3.87,512.0,76.0,Alfred Hitchcock: Portraits of Murder,"9780883657270 47 tales of murder for profit, revenge, accident, or assassination are related with twists and turns, if necessary"
9780886771287,0886771285,To Battle the Gods,Sharon Green,Fiction,http://books.google.com/books/content?id=6qJn232OXX8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Jalav tries to combine her female warriors with the male army to battle a strange enemy from outer space,1986.0,4.09,446.0,85.0,To Battle the Gods,9780886771287 Jalav tries to combine her female warriors with the male army to battle a strange enemy from outer space
9780886773786,0886773784,Arrows of the Queen,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=7s98mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Eventyrroman.,1987.0,4.16,320.0,29552.0,Arrows of the Queen,9780886773786 Eventyrroman.
9780886778446,0886778441,River of Blue Fire,Tad Williams,Fiction,http://books.google.com/books/content?id=VNQDAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A group of unlikely heroes goes up against the ruthless Grail Brotherhood, who are exploiting Earth's children",1999.0,4.01,675.0,12996.0,River of Blue Fire,"9780886778446 A group of unlikely heroes goes up against the ruthless Grail Brotherhood, who are exploiting Earth's children"
9780886875534,0886875536,Good Grief,Rheta Grimsley Johnson,Biography & Autobiography,,"A biography of the creator of ""Peanuts"" with sidelights on his character from people who have worked with him in the past.",1989.0,3.72,256.0,18.0,Good Grief: The Story of Charles M. Schulz,"9780886875534 A biography of the creator of ""Peanuts"" with sidelights on his character from people who have worked with him in the past."
9780887082436,0887082432,Alberic the Wise,Norton Juster,European fiction,http://books.google.com/books/content?id=onwHAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the days of the Renaissance, Alberic leads the reader among the folds of a rich tapestry in his search for wisdom.",1992.0,3.71,24.0,102.0,Alberic the Wise,"9780887082436 In the days of the Renaissance, Alberic leads the reader among the folds of a rich tapestry in his search for wisdom."
9780887306297,0887306292,Hard Drive,James Wallace;Jim Erickson,Business & Economics,http://books.google.com/books/content?id=XdYOGBhp0SAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chronicles the career of ""Chairman Bill"" Gates, the computer whiz kid who commands the powerful Microsoft computer software empire.",1993.0,4.08,426.0,1138.0,Hard Drive: Bill Gates and the Making of the Microsoft Empire,"9780887306297 Chronicles the career of ""Chairman Bill"" Gates, the computer whiz kid who commands the powerful Microsoft computer software empire."
9780888822406,0888822405,The Fish Kisser,James Hawkins,Fiction,http://books.google.com/books/content?id=nxIqYmk-SLAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A megalomaniac becomes determined to exact revenge on the Western world through a devious plot of global cyber-warfare.,2001.0,3.44,360.0,8.0,The Fish Kisser,9780888822406 A megalomaniac becomes determined to exact revenge on the Western world through a devious plot of global cyber-warfare.
9780892812929,0892812923,The Stress-Free Habit,John Perkins,Health & Fitness,http://books.google.com/books/content?id=2x1vYLGJ6dMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This simple, effective program for stress management is based on methods used by native cultures around the world.",1989.0,3.88,104.0,15.0,"The Stress-Free Habit: Powerful Techniques for Health and Longevity from the Andes, Yucatan, and the Far East","9780892812929 This simple, effective program for stress management is based on methods used by native cultures around the world."
9780896087279,0896087271,An Ordinary Person's Guide to Empire,Arundhati Roy,Business & Economics,http://books.google.com/books/content?id=1OYghwiKjP0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Discusses global politics, democracy, media empires, and the situation in Iraq.",2004.0,3.99,200.0,1662.0,An Ordinary Person's Guide to Empire,"9780896087279 Discusses global politics, democracy, media empires, and the situation in Iraq."
9780898792089,0898792088,Writing the Novel from Plot to Print,Lawrence Block,Reference,http://books.google.com/books/content?id=Y9suepLKnekC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Block covers every step of the novel writing and selling process to help writers deliver a salable manuscript to the right editor's desk.,1985.0,3.94,197.0,335.0,Writing the Novel from Plot to Print,9780898792089 Block covers every step of the novel writing and selling process to help writers deliver a salable manuscript to the right editor's desk.
9780905712604,0905712609,The Shining,Stephen King,Fiction,,"Four stories by Stephen King, The Shining, Salems Lot, Night Shift and Carrie.",1987.0,4.67,991.0,1838.0,The Shining: 'Salem's Lot ; Night Shift ; Carrie,"9780905712604 Four stories by Stephen King, The Shining, Salems Lot, Night Shift and Carrie."
9780922729364,0922729360,Access the Power of Your Higher Self,Elizabeth Clare Prophet,"Body, Mind & Spirit",http://books.google.com/books/content?id=DzSqEbEs2isC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""Your source of inner guidance and spiritual transformation""--Cover.",1998.0,4.12,100.0,50.0,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation,"9780922729364 ""Your source of inner guidance and spiritual transformation""--Cover."
9780932813862,0932813860,The Tesla Papers,Nikola Tesla,Science,http://books.google.com/books/content?id=rwekkS3oD0EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""Nikola Tesla on free energy & wireless transmission of power""--Cover.",2000.0,4.12,100.0,100.0,The Tesla Papers,"9780932813862 ""Nikola Tesla on free energy & wireless transmission of power""--Cover."
9780933121188,0933121180,100 Years of Lynchings,Ralph Ginzburg,Social Science,http://books.google.com/books/content?id=0km_frJZALIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Ginzburg compiles vivid newspaper accounts from 1886 to 1960 to provide insight and understanding of the history of racial violence.,1962.0,4.63,270.0,81.0,100 Years of Lynchings,9780933121188 Ginzburg compiles vivid newspaper accounts from 1886 to 1960 to provide insight and understanding of the history of racial violence.
9780935607093,0935607099,Discovering Great Artists,MaryAnn F. Kohl;Kim Solga;Rebecca Van Slyke,Juvenile Nonfiction,http://books.google.com/books/content?id=FnRCxIoBdVYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Featuring more than 150 activities, this guide teaches the styles, works, and techniques of the great masters—Van Gogh, Michelangelo, Rembrandt, and more.",1996.0,4.24,144.0,387.0,Discovering Great Artists: Hands-on Art for Children in the Styles of the Great Masters,"9780935607093 Featuring more than 150 activities, this guide teaches the styles, works, and techniques of the great masters—Van Gogh, Michelangelo, Rembrandt, and more."
9780940450080,0940450089,Novels,Nathaniel Hawthorne,Fiction,http://books.google.com/books/content?id=vk0IpTIFV9gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Five novels explore the relationship between two rival families, the consequences of adultery, tragic romances, and life in a utopian community",1983.0,4.15,1272.0,493.0,"Novels: Franshawe The Scarlet Letter, The House of the Seven Gables, The Blithedale Romance, The Marble Faun","9780940450080 Five novels explore the relationship between two rival families, the consequences of adultery, tragic romances, and life in a utopian community"
9780940450097,0940450097,"Redburn, White-Jacket, Moby-Dick",Herman Melville,,http://books.google.com/books/content?id=XnPvxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Redburn: His first voyage; White-Jacket: or The world in a man-of-war; Moby-Dick: or, The Whale.",1983.0,4.2,1436.0,1014.0,"Redburn, White-Jacket, Moby-Dick","9780940450097 Redburn: His first voyage; White-Jacket: or The world in a man-of-war; Moby-Dick: or, The Whale."
9780940450202,0940450208,"The Leatherstocking Tales: The pioneers, or The sources of the Susquehanna. The last of the Mohicans. The prairie",James Fenimore Cooper,"Bumppo, Natty (Fictitious character)",http://books.google.com/books/content?id=clUU8L3hhAsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Natty Bumpo and Chingachgook, bring alive the early 1700's when Americans, French, and Huron were fighting for the vast, uncharted wilderness.",1985.0,3.87,1347.0,344.0,"The Leatherstocking Tales: The pioneers, or The sources of the Susquehanna. The last of the Mohicans. The prairie: The Pioneers; the Last of the Mohicans; the Prairie","9780940450202 Natty Bumpo and Chingachgook, bring alive the early 1700's when Americans, French, and Huron were fighting for the vast, uncharted wilderness."
9780940450219,0940450216,"The Leatherstocking Tales: The pathfinder, or The inland sea. The deerslayer, or The first war-path",James Fenimore Cooper,Fiction,http://books.google.com/books/content?id=sY4oxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Natty Bumpo and Chingachgook, bring alive the early 1700's when Americans, French, and Huron were fighting for the vast, uncharted wilderness.",1985.0,3.95,1051.0,128.0,"The Leatherstocking Tales: The pathfinder, or The inland sea. The deerslayer, or The first war-path: The pioneers, or the sources of the Susquehanna : a descriptive tale ; The last of the Mohicans : a narrative of 1757 ; The prairie : a tale. Vol. 1","9780940450219 Natty Bumpo and Chingachgook, bring alive the early 1700's when Americans, French, and Huron were fighting for the vast, uncharted wilderness."
9780940450387,0940450380,"Writings, 1902-1910",William James,Literary Collections,http://books.google.com/books/content?id=rQquNBaUJ-YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Examines the role of religion in human lives, the nature of the universe, truth, pragmatism, war, politics, and metaphysics",1987.0,4.2,1379.0,364.0,"Writings, 1902-1910","9780940450387 Examines the role of religion in human lives, the nature of the universe, truth, pragmatism, war, politics, and metaphysics"
9780940450431,0940450437,Speeches and Writings 1832-1858,Abraham Lincoln,Illinois,http://books.google.com/books/content?id=2o561jt4Ct4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Spine title: Lincoln : speeches and writings, 1832-1858. On t.p.: Speeches, letters, and miscellaneous writings; the LincolnDouglas debates.",1989.0,4.37,898.0,1124.0,"Speeches and Writings 1832-1858: Speeches, Letters, and Miscellaneous Writings : the Lincoln-Douglas Debates","9780940450431 Spine title: Lincoln : speeches and writings, 1832-1858. On t.p.: Speeches, letters, and miscellaneous writings; the LincolnDouglas debates."
9780940450554,0940450550,"Novels, 1936-1940",William Faulkner,Yoknapatawpha County (Imaginary place),http://books.google.com/books/content?id=xsk5RvynABgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,#48.,1990.0,4.49,1148.0,326.0,"Novels, 1936-1940",9780940450554 #48.
9780940450776,0940450771,Collected Travel Writings,Henry James,Europe,http://books.google.com/books/content?id=apzHjGKEKccC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Collects James's travel writings, describing France, Italy, Switzerland, and Holland.",1993.0,3.7,868.0,27.0,Collected Travel Writings: The Continent,"9780940450776 Collects James's travel writings, describing France, Italy, Switzerland, and Holland."
9780940895485,094089548X,Christian Mythmakers,Rolland Hein,Literary Criticism,http://books.google.com/books/content?id=rojQNAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines literature of such great writers as CS Lewis, JRR Tolkien, Madeleine L'Engle, Charles Williams, GK Chesterton, John Buyan, and Dante.",2002.0,3.93,303.0,433.0,"Christian Mythmakers: C.S. Lewis, Madeleine L'Engle, J.R. Tolkien, George MacDonald, G.K. Chesterton, Charles Williams, Dante Alighieri, John Bunyan, Walter Wangerin, Robert Siegel, and Hannah Hurnard","9780940895485 Examines literature of such great writers as CS Lewis, JRR Tolkien, Madeleine L'Engle, Charles Williams, GK Chesterton, John Buyan, and Dante."
9780943015538,0943015537,זן ואומנות האושר,Chris Prentiss,Philosophy,http://books.google.com/books/content?id=d-MELwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The gentle wisdom of this resource explains how to invite magnificent experiences into one's life and create a philosophy that is sustainable through anything.,2006.0,4.04,145.0,2746.0,זן ואומנות האושר,9780943015538 The gentle wisdom of this resource explains how to invite magnificent experiences into one's life and create a philosophy that is sustainable through anything.
9780961392147,0961392142,The Visual Display of Quantitative Information,Edward R. Tufte,Mathematics,http://books.google.com/books/content?id=GTd5oQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Graphical practice. Theory of data graphics.,2001.0,4.41,197.0,6296.0,The Visual Display of Quantitative Information,9780961392147 Graphical practice. Theory of data graphics.
9780961392161,0961392169,The Cognitive Style of PowerPoint,Edward R. Tufte,Computers,http://books.google.com/books/content?id=vXFoQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Describes how to improve PowerPoint presentations.,2006.0,4.07,31.0,897.0,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,9780961392161 Describes how to improve PowerPoint presentations.
9780961472825,0961472820,Graphic Storytelling,Will Eisner,Literary Criticism,http://books.google.com/books/content?id=FVzYtOiA8WwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Examines the fundamentals of storytelling in comic book style and offers advice on story construction and visual narratives.,1996.0,4.09,164.0,1730.0,Graphic Storytelling,9780961472825 Examines the fundamentals of storytelling in comic book style and offers advice on story construction and visual narratives.
9780965307796,0965307794,The Return of the King,John Ronald Reuel Tolkien,"Baggins, Frodo (Fictitious character)",http://books.google.com/books/content?id=7iNjkPj3OEAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this final book, the courageous hobbit Frodo Baggins completes his heroic quest.",2001.0,4.52,440.0,199.0,The Return of the King: Being the Third Part of The Lord of the Rings,"9780965307796 In this final book, the courageous hobbit Frodo Baggins completes his heroic quest."
9780965762649,0965762645,Reefer madness,Eric Schlosser,Black market,http://books.google.com/books/content?id=o9JZKVstBJ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reports on America's ""shadow"" economy of illegal drugs, pornography, and illegal migrant workers, arguing that these underground industries continue to grow with government intervention.",2003.0,3.77,310.0,125.0,"Reefer madness: sex, drugs, and cheap labor in the American black market","9780965762649 Reports on America's ""shadow"" economy of illegal drugs, pornography, and illegal migrant workers, arguing that these underground industries continue to grow with government intervention."
9780965796934,0965796930,Storm of the century,Stephen King,Fiction,http://books.google.com/books/content?id=VT0bBhUjHa8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,An original screenplay with an introduction by the author.,1999.0,3.91,376.0,229.0,Storm of the century,9780965796934 An original screenplay with an introduction by the author.
9780974811826,0974811823,Brando Unzipped,Darwin Porter,Biography & Autobiography,http://books.google.com/books/content?id=Ufj7vvPLiIgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,see www.BloodMoonProductions.com,2006.0,3.55,625.0,79.0,Brando Unzipped,9780974811826 see www.BloodMoonProductions.com
9780974935997,0974935999,The Mind Parasites,,Fiction,http://books.google.com/books/content?id=v9F-AaygPYQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Mind parasites are sucking the human mind dry. Humankind must develop paranormal abilities or perish.,2005.0,3.79,240.0,888.0,The Mind Parasites,9780974935997 Mind parasites are sucking the human mind dry. Humankind must develop paranormal abilities or perish.
9780976234968,0976234963,Hoodwinked,Quentin Carter,Fiction,,Drug-dealing brothers Keith and Kevin Banks find their lives turned upside down when a jealous rival plots their downfall.,2005.0,4.43,277.0,961.0,Hoodwinked,9780976234968 Drug-dealing brothers Keith and Kevin Banks find their lives turned upside down when a jealous rival plots their downfall.
9780976401117,0976401118,The Wood Boy,Raymond E. Feist;Sean J. Jordan;Tad Williams,Comics & Graphic Novels,http://books.google.com/books/content?id=gytTAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Provides two coming of age tales that are adapted from short stories.,2005.0,3.63,144.0,359.0,The Wood Boy,9780976401117 Provides two coming of age tales that are adapted from short stories.
9780977616633,0977616630,Agile Web Development with Rails,David Thomas;David Heinemeier Hansson;Leon Breedt,Computers,http://books.google.com/books/content?id=ue5SAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Provides information on creating Web-based applications.,2006.0,3.88,719.0,162.0,Agile Web Development with Rails,9780977616633 Provides information on creating Web-based applications.
9780977616657,0977616657,Pragmatic Version Control Using Subversion,Mike Mason,Computers,http://books.google.com/books/content?id=wKFQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides information on Subversion 1.3, an open source version control system.",2006.0,3.57,256.0,170.0,Pragmatic Version Control Using Subversion,"9780977616657 Provides information on Subversion 1.3, an open source version control system."
9780978605261,0978605268,George Washington's Sacred Fire,Peter A. Lillback,Biography & Autobiography,http://books.google.com/books/content?id=I5bMygAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Uses Washington's writings, journals, letters, and manuscripts to examine the religious views of George Washington.",2006.0,4.2,1200.0,662.0,George Washington's Sacred Fire,"9780978605261 Uses Washington's writings, journals, letters, and manuscripts to examine the religious views of George Washington."
9781400031047,1400031044,My Name Is Asher Lev,Chaim Potok,Fiction,http://books.google.com/books/content?id=1jgbhghk5QUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The novelist records the anguish and triumphs of a young painter as he emerges into the great world of art and rejects all else.,2003.0,4.2,369.0,31846.0,My Name Is Asher Lev,9781400031047 The novelist records the anguish and triumphs of a young painter as he emerges into the great world of art and rejects all else.
9781400031313,1400031311,The O. Henry Prize Stories 2003,Laura Furman,Fiction,http://books.google.com/books/content?id=rELdvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents a collection of short stories judged to be the best in America for 2002.,2003.0,3.8,384.0,137.0,The O. Henry Prize Stories 2003,9781400031313 Presents a collection of short stories judged to be the best in America for 2002.
9781400032143,1400032148,The Crazed,Ha Jin,Cerebrovascular disease,http://books.google.com/books/content?id=sJ9RPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Een professor krijgt een beroerte, waarna zijn student en aanstaande schoonzoon plichtsgetrouw de verzorging op zich neemt.",2003.0,3.49,336.0,1698.0,The Crazed: A Novel,"9781400032143 Een professor krijgt een beroerte, waarna zijn student en aanstaande schoonzoon plichtsgetrouw de verzorging op zich neemt."
9781400034628,1400034620,Case Closed,Gerald Posner,History,http://books.google.com/books/content?id=Er9LPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides new evidence from computerized film enhancements and other sources, including an explanation of Kennedy's assassination renouncing conspiracy theories.",2003.0,3.96,640.0,1139.0,Case Closed: Lee Harvey Oswald and the Assassination of JFK,"9781400034628 Provides new evidence from computerized film enhancements and other sources, including an explanation of Kennedy's assassination renouncing conspiracy theories."
9781400052585,1400052580,Everyday Italian,Giada De Laurentiis,Cooking,http://books.google.com/books/content?id=OVscTbz-Bq4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents techniques of Italian home cookery, including more than one hundred recipes and advice on creating dishes for everyday meals and special occasions.",2005.0,3.95,256.0,38550.0,Everyday Italian: 125 Simple and Delicious Recipes,"9781400052585 Presents techniques of Italian home cookery, including more than one hundred recipes and advice on creating dishes for everyday meals and special occasions."
9781400052929,1400052920,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,http://books.google.com/books/content?id=YOr4SQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A facsimile anniversary edition of the best-seller chronicles the off-beat and occasionally extraterrestrial journeys, notions, and acquaintances of reluctant galactic traveler Arthur Dent.",2004.0,4.22,215.0,4416.0,The Hitchhiker's Guide to the Galaxy,"9781400052929 A facsimile anniversary edition of the best-seller chronicles the off-beat and occasionally extraterrestrial journeys, notions, and acquaintances of reluctant galactic traveler Arthur Dent."
9781400077304,1400077303,Titan,Ron Chernow,Biography & Autobiography,http://books.google.com/books/content?id=fn9X6JonsgwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author draws on Rockefeller's own papers to provide a biography of the legendary oilman, capitalist, and philanthropist",2004.0,4.19,832.0,13312.0,"Titan: The Life of John D. Rockefeller, Sr","9781400077304 The author draws on Rockefeller's own papers to provide a biography of the legendary oilman, capitalist, and philanthropist"
9781400079858,1400079853,Checkpoint,Nicholson Baker,Fiction,http://books.google.com/books/content?id=O2KJ8VcssMIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From Nicholson Baker, best-selling author ofVoxand the most original writer of his generation, his most controversial novel yet.",2005.0,2.89,128.0,641.0,Checkpoint,"9781400079858 From Nicholson Baker, best-selling author ofVoxand the most original writer of his generation, his most controversial novel yet."
9781401202170,1401202179,Transmetropolitan: Back on the street,Warren Ellis,Antiheroes,,"An exuberant trip into a frenetic future, where outlaw journalist Spider Jerusalem battles hypocrisy, corruption, and sobriety.",1998.0,4.51,144.0,10070.0,Transmetropolitan: Back on the street,"9781401202170 An exuberant trip into a frenetic future, where outlaw journalist Spider Jerusalem battles hypocrisy, corruption, and sobriety."
9781401209339,1401209335,Kid Eternity,Grant Morrison;Duncan Fegredo,Comics & Graphic Novels,http://books.google.com/books/content?id=2uFDPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Suggested for mature readers"" -- p. [4] of cover.",2006.0,3.4,144.0,659.0,Kid Eternity,"9781401209339 ""Suggested for mature readers"" -- p. [4] of cover."
9781402714528,1402714521,Black Beauty,Anna Sewell,Juvenile Fiction,http://books.google.com/books/content?id=y9gQgJ_YJzIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A horse in nineteenth-century England recounts his experiences with both good and bad masters.,2004.0,3.95,208.0,721.0,Black Beauty,9781402714528 A horse in nineteenth-century England recounts his experiences with both good and bad masters.
9781402714603,1402714602,The Adventures of Tom Sawyer,Mark Twain,Juvenile Fiction,http://books.google.com/books/content?id=t5yFTpIJYhcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,The adventures and pranks of a mischievous boy growing up in a Mississippi River town in the early nineteenth century.,2004.0,3.91,224.0,1481.0,The Adventures of Tom Sawyer,9781402714603 The adventures and pranks of a mischievous boy growing up in a Mississippi River town in the early nineteenth century.
9781402728112,1402728115,The Book of the Dragon,,Fiction,http://books.google.com/books/content?id=lCaRUdo-rtcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Illustrations of dragons along with information about the fantasy creatures, such as culture and customs, legends, and types of dragons.",2005.0,4.18,144.0,357.0,The Book of the Dragon,"9781402728112 Illustrations of dragons along with information about the fantasy creatures, such as culture and customs, legends, and types of dragons."
9781405204668,1405204664,Babar the King,Jean de Brunhoff,Cities and towns,http://books.google.com/books/content?id=t0FUAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,King Babar overseas the building of the elephant town of Celestville and the organization of his community of subjects.,2004.0,4.18,52.0,15216.0,Babar the King,9781405204668 King Babar overseas the building of the elephant town of Celestville and the organization of his community of subjects.
9781405835640,1405835648,Spire,William Golding,Fiction,http://books.google.com/books/content?id=gbpftAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The nation's favourite and best-selling study guides,2006.0,3.59,135.0,592.0,Spire: Notes,9781405835640 The nation's favourite and best-selling study guides
9781414302683,1414302681,Shaken,Jerry B. Jenkins;Tim F. LaHaye;Chris Fabry,Juvenile Fiction,http://books.google.com/books/content?id=mEXkmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The members of the Young Trib Force continue their struggle against the forces of evil in the aftermath of a worldwide earthquake.,2005.0,4.3,384.0,208.0,Shaken,9781414302683 The members of the Young Trib Force continue their struggle against the forces of evil in the aftermath of a worldwide earthquake.
9781416500186,1416500189,The Good Earth,Pearl S. Buck;Stephanie Reents,Fiction,http://books.google.com/books/content?id=YshbngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A Chinese peasant overcomes the forces of nature and the frailties of human nature to become a wealthy landowner.,2005.0,3.98,418.0,195372.0,The Good Earth,9781416500186 A Chinese peasant overcomes the forces of nature and the frailties of human nature to become a wealthy landowner.
9781416509646,141650964X,The Farthest Shore,Ursula K. Le Guin,Fiction,http://books.google.com/books/content?id=DhjM7kxbrLAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"When the prince of Enlad declares the wizards have forgotten their spells, Ged sets out to test the ancient prophecies of Earthsea.",2004.0,4.13,259.0,76746.0,The Farthest Shore: Book Three,"9781416509646 When the prince of Enlad declares the wizards have forgotten their spells, Ged sets out to test the ancient prophecies of Earthsea."
9781416516859,1416516859,Deep Six,Clive Cussler,Fiction,http://books.google.com/books/content?id=h96BlUS_vnUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A dangerous Soviet plot looming behind the evil plans of a great Asian shipping family, challenges Dirk Pitt to action",2005.0,3.89,535.0,14167.0,Deep Six,"9781416516859 A dangerous Soviet plot looming behind the evil plans of a great Asian shipping family, challenges Dirk Pitt to action"
