isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description
9780006163831,0006163831,The One Tree,Stephen R. Donaldson,American fiction,http://books.google.com/books/content?id=OmQawwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Volume Two of Stephen Donaldson's acclaimed second trilogy featuing the compelling anti-hero Thomas Covenant.,1982.0,3.97,479.0,172.0,The One Tree,9780006163831 Volume Two of Stephen Donaldson's acclaimed second trilogy featuing the compelling anti-hero Thomas Covenant.
9780006353287,0006353282,An Autobiography,Agatha Christie,"Authors, English",http://books.google.com/books/content?id=c49GQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Donation.,1977.0,4.27,560.0,3975.0,An Autobiography,9780006353287 Donation.
9780006479673,0006479677,If Tomorrow Comes,Sidney Sheldon,Adventure stories,http://books.google.com/books/content?id=l2tBi_jLuk8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of Sidney Sheldon's most popular and bestselling titles, repackaged and reissued for a new generation of fans.",1994.0,4.04,501.0,49170.0,If Tomorrow Comes,"9780006479673 One of Sidney Sheldon's most popular and bestselling titles, repackaged and reissued for a new generation of fans."
9780006480099,0006480098,Assassin's Apprentice,Robin Hobb,American fiction,http://books.google.com/books/content?id=qTaGQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fantasy-roman.,1996.0,4.15,460.0,133972.0,Assassin's Apprentice,9780006480099 Fantasy-roman.
9780006550433,0006550436,The Bonesetter's Daughter,Amy Tan,China,http://books.google.com/books/content?id=4KHT6mIMDt4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tells the story of three generations of Chinese women, beginning at the turn of the century.",2001.0,3.98,352.0,414.0,The Bonesetter's Daughter,"9780006550433 Tells the story of three generations of Chinese women, beginning at the turn of the century."
9780006754893,0006754899,A Small Pinch of Weather,Joan Aiken,"Children's stories, English",http://books.google.com/books/content?id=QiFhOBpYZoYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A magical and fantastic collection of early stories by one of the most original children's authors of the 20th century. For 8-11 year olds.,2000.0,4.27,239.0,116.0,A Small Pinch of Weather: And Other Stories,9780006754893 A magical and fantastic collection of early stories by one of the most original children's authors of the 20th century. For 8-11 year olds.
9780007103676,0007103670,Koko,Peter Straub,Male friendship,http://books.google.com/books/content?id=QV_XQKj4OMkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Koko is Peter Straub's foray into the psychological horror of the Vietnam War.,2001.0,3.56,634.0,7586.0,Koko,9780007103676 Koko is Peter Straub's foray into the psychological horror of the Vietnam War.
9780007122585,0007122586,The Secret of Chimneys,Agatha Christie,"Battle, Superintendent (Fictitious character)",http://books.google.com/books/content?id=1OluX5g96OcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A young drifter finds more than he bargained for when he agrees to deliver a parcel to an English country house...,2001.0,3.86,400.0,11110.0,The Secret of Chimneys,9780007122585 A young drifter finds more than he bargained for when he agrees to deliver a parcel to an English country house...
9780007149612,0007149611,Breaking Open the Head,Daniel Pinchbeck,Hallucinogenic drugs,http://books.google.com/books/content?id=QIMaviqqoQoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A new 'The Doors of Perception' for the 21st century? A visionary journey from cynicism to shamanism by a brilliant young US writer.,2004.0,4.06,336.0,46.0,Breaking Open the Head: A Visionary Journey from Cynicism to Shamanism,9780007149612 A new 'The Doors of Perception' for the 21st century? A visionary journey from cynicism to shamanism by a brilliant young US writer.
9780007150304,000715030X,"Beware, Princess Elizabeth",Carolyn Meyer,Children's stories,http://books.google.com/books/content?id=wPBpR4AFNJ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A matter of life and death - and the Throne of England,2003.0,3.88,242.0,78.0,"Beware, Princess Elizabeth",9780007150304 A matter of life and death - and the Throne of England
9780007158515,0007158513,I Can Read with Me Eyes Shut!,Dr. Seuss,"Authors, American",http://books.google.com/books/content?id=oyF8U9BRTQwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Nonsense rhyming story. 4 yrs+,2003.0,4.2,48.0,16561.0,I Can Read with Me Eyes Shut!,9780007158515 Nonsense rhyming story. 4 yrs+
9780007173136,000717313X,I Wish that I Had Duck Feet,Dr. Seuss;Barney Tobey,Children's stories,http://books.google.com/books/content?id=m9cZAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A boy imagines what it would be like if he had such things as duck feet, a whale spout, and an elephant's trunk.",2004.0,4.16,64.0,8903.0,I Wish that I Had Duck Feet,"9780007173136 A boy imagines what it would be like if he had such things as duck feet, a whale spout, and an elephant's trunk."
9780007175222,0007175221,Oh Say Can You Say?,Dr. Seuss,Children's stories,http://books.google.com/books/content?id=r4l8AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Tie your tongue in terrible knots as you try to read aloud. Nonsense rhyming story.,2004.0,4.01,36.0,5726.0,Oh Say Can You Say?,9780007175222 Tie your tongue in terrible knots as you try to read aloud. Nonsense rhyming story.
9780007178636,0007178638,There's a Boy in the Girls' Bathroom,Louis Sachar,Boys,http://books.google.com/books/content?id=jHE-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A study guide for the novel There's a Boy in the Girl's bathroom.,2004.0,3.98,208.0,174.0,There's a Boy in the Girls' Bathroom,9780007178636 A study guide for the novel There's a Boy in the Girl's bathroom.
9780007195305,0007195303,The Known World,Edward P. Jones,African American plantation owners,http://books.google.com/books/content?id=CVS9a6lC5CwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,An epic narrative that takes a look at slavery in all of its moral complexities.,2004.0,3.83,388.0,437.0,The Known World,9780007195305 An epic narrative that takes a look at slavery in all of its moral complexities.
9780007205585,0007205589,Close Range,Annie Proulx,Cowboys,http://books.google.com/books/content?id=f-zI3bgDiCAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The title story in this collection of shorts now a film from Ang Lee.,2006.0,3.99,318.0,466.0,Close Range: Brokeback Mountain and Other Stories,9780007205585 The title story in this collection of shorts now a film from Ang Lee.
9780020199854,0020199856,The Love of the Last Tycoon,F. Scott Fitzgerald,Fiction,http://books.google.com/books/content?id=3EDbEHca_k8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Depicts the inner-workings of the Hollywood movie industry and its impact on the fabric of American life.,1994.0,3.65,169.0,6836.0,The Love of the Last Tycoon: The Authorized Text,9780020199854 Depicts the inner-workings of the Hollywood movie industry and its impact on the fabric of American life.
9780020518600,0020518609,The Short Stories of Ernest Hemingway,Ernest Hemingway,Fiction,http://books.google.com/books/content?id=Len1AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Forty-nine stories reflect much of the intensity of Hemingway's own life and environment,1986.0,4.26,499.0,106.0,The Short Stories of Ernest Hemingway,9780020518600 Forty-nine stories reflect much of the intensity of Hemingway's own life and environment
9780024266408,002426640X,The Presocratics,Philip Wheelwright,Philosophy,http://books.google.com/books/content?id=V45eMgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Library of Liberal Arts title.,1966.0,4.04,352.0,199.0,The Presocratics,9780024266408 Library of Liberal Arts title.
9780027054903,002705490X,The Rumble Seat Pony,Clarence William Anderson,"Animals, Treatment of",,"While riding in the rumble seat of their old yellow car, three children spot and adopt a neglected pony.",1971.0,4.17,46.0,24.0,The Rumble Seat Pony,"9780027054903 While riding in the rumble seat of their old yellow car, three children spot and adopt a neglected pony."
9780029227961,0029227968,Presidential Power and the Modern Presidents,Richard E. Neustadt,History,http://books.google.com/books/content?id=elGozulX_o8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Suggests a theory of presidential power, and tests it against the events in the administrations of the postwar presidents",1991.0,3.79,384.0,277.0,Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,"9780029227961 Suggests a theory of presidential power, and tests it against the events in the administrations of the postwar presidents"
9780030420566,0030420563,"Rest, Rabbit, Rest",Jacquelyn Reinach;Richard Hefter,Juvenile Fiction,http://books.google.com/books/content?id=8-40_Zrp5voC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Rabbit's schedule keeps him so busy his friends have to trick him into resting.,1978.0,4.01,32.0,88.0,"Rest, Rabbit, Rest",9780030420566 Rabbit's schedule keeps him so busy his friends have to trick him into resting.
9780060085490,0060085495,Island,Aldous Huxley,Fiction,http://books.google.com/books/content?id=MB3VSMgJ5CkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A shipwrecked journalist discovers the beauty and serentity promoted by science on the island of Pala.,1962.0,3.85,354.0,17583.0,Island,9780060085490 A shipwrecked journalist discovers the beauty and serentity promoted by science on the island of Pala.
9780060092573,0060092572,The Terminal Man,Michael Crichton,Fiction,http://books.google.com/books/content?id=9hERBFsuOcgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A team of surgeons perform an operation on a violent paranoid in an attempt to electronically control his behavior.,2002.0,3.36,266.0,20825.0,The Terminal Man,9780060092573 A team of surgeons perform an operation on a violent paranoid in an attempt to electronically control his behavior.
9780060192501,006019250X,The Illustrated Alchemist,Paulo Coelho;Alan R. Clarke;Moebius,Fiction,http://books.google.com/books/content?id=1YX2usKBAMIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This fable aims teaches the reader to open their mind, listen to their heart and most importantly, follow their dreams.",1998.0,3.85,198.0,236.0,The Illustrated Alchemist: A Fable About Following Your Dream,"9780060192501 This fable aims teaches the reader to open their mind, listen to their heart and most importantly, follow their dreams."
9780060192778,0060192771,Mars and Venus Book of Days,John Gray,Family & Relationships,http://books.google.com/books/content?id=kd6YGT74stsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Provides daily reminders of the differences in behavior and communication styles of men and women,1998.0,3.54,368.0,18.0,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,9780060192778 Provides daily reminders of the differences in behavior and communication styles of men and women
9780060511142,0060511141,"Teach Us, Amelia Bedelia",Peggy Parish,Juvenile Fiction,http://books.google.com/books/content?id=gnVFCJ4sW3IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Mr. Carter mistakes the lovable,literal-minded Amelia Bedelia for the new teacher, class will never be the same again!",2004.0,4.21,64.0,3069.0,"Teach Us, Amelia Bedelia","9780060511142 When Mr. Carter mistakes the lovable,literal-minded Amelia Bedelia for the new teacher, class will never be the same again!"
9780060513092,0060513098,Falling Up,Shel Silverstein,Juvenile Nonfiction,,A collection of humorous poems and drawings. Copyright © Libri GmbH. All rights reserved.,2002.0,4.34,178.0,114058.0,Falling Up: Poems and Drawings,9780060513092 A collection of humorous poems and drawings. Copyright © Libri GmbH. All rights reserved.
9780060539252,0060539259,The Outsider,Richard Wright,Fiction,http://books.google.com/books/content?id=aWtIFc7kdzsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Cross Damon, trapped within his own blackness, flees from Chicago's South Side to Harlem, where he joins the Communist Party.",1953.0,4.16,672.0,1736.0,The Outsider,"9780060539252 Cross Damon, trapped within his own blackness, flees from Chicago's South Side to Harlem, where he joins the Communist Party."
9780060541811,0060541814,The Andromeda Strain,Michael Crichton,Fiction,http://books.google.com/books/content?id=k6LVNLM_D-8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A team of scientists struggles to define and contain a deadly bacteria brought back from outer space by a satellite.,2003.0,3.89,327.0,192637.0,The Andromeda Strain,9780060541811 A team of scientists struggles to define and contain a deadly bacteria brought back from outer space by a satellite.
9780060542382,0060542381,Amelia Bedelia 40th Anniversary Collection,Peggy Parish,Juvenile Fiction,http://books.google.com/books/content?id=OzUIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Everyone's favorite literal-minded housekeeper, Amelia Bedelia, celebrates her 40th Anniversary in a three-book I Can Read box set.",2003.0,4.41,96.0,256.0,Amelia Bedelia 40th Anniversary Collection,"9780060542382 Everyone's favorite literal-minded housekeeper, Amelia Bedelia, celebrates her 40th Anniversary in a three-book I Can Read box set."
9780060739423,0060739428,"Catherine, Called Birdy (Summer Reading Edition)",Karen Cushman,Juvenile Fiction,http://books.google.com/books/content?id=W1RIPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Originally published: [New York]: Clarion Books, 1994.",2004.0,3.71,224.0,33009.0,"Catherine, Called Birdy (Summer Reading Edition)","9780060739423 Originally published: [New York]: Clarion Books, 1994."
9780060766740,0060766743,"The Nightmare Room, Books 1-2-3: The Nightmare Begins!",R.L. Stine,Juvenile Fiction,http://books.google.com/books/content?id=R_LRInz7X1QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents three stories of teenagers beset by horrible curses and strange powers.,2005.0,3.89,432.0,92.0,"The Nightmare Room, Books 1-2-3: The Nightmare Begins!",9780060766740 Presents three stories of teenagers beset by horrible curses and strange powers.
9780060850524,0060850523,Brave New World,Aldous Huxley,Fiction,http://books.google.com/books/content?id=V4kY9WSCgSwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Huxley's classic prophetic novel describes the socialized horrors of a futuristic utopia devoid of individual freedom.,2006.0,3.98,259.0,12332.0,Brave New World,9780060850524 Huxley's classic prophetic novel describes the socialized horrors of a futuristic utopia devoid of individual freedom.
9780060882815,0060882816,Charlotte's Web: Wilbur Finds a Friend,Jennifer Frantz,Juvenile Fiction,http://books.google.com/books/content?id=Syl29aq6kTEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Wilbur the pig moves to a new farm, he is scared until he meets Charlotte, a friendly spider.",2006.0,4.1,32.0,57.0,Charlotte's Web: Wilbur Finds a Friend,"9780060882815 When Wilbur the pig moves to a new farm, he is scared until he meets Charlotte, a friendly spider."
9780060885434,0060885432,Little Town on the Prairie,Laura Ingalls Wilder,Juvenile Fiction,http://books.google.com/books/content?id=LFvnVkq3ZUwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Laura spends her fifteenth summer working hard to help send Mary to a college for the blind.,2007.0,4.18,374.0,70683.0,Little Town on the Prairie,9780060885434 Laura spends her fifteenth summer working hard to help send Mary to a college for the blind.
9780060915414,0060915412,Teaching a Stone to Talk,Annie Dillard,Literary Criticism,http://books.google.com/books/content?id=pY5llwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Here, in this compelling assembly of writings, Pulitzer Prize-winning author Annie Dillard explores the world of natural facts and human meanings.",1988.0,4.2,177.0,4046.0,Teaching a Stone to Talk: Expeditions and Encounters,"9780060915414 Here, in this compelling assembly of writings, Pulitzer Prize-winning author Annie Dillard explores the world of natural facts and human meanings."
9780060916497,0060916494,Tell My Horse,Zora Neale Hurston,Fiction,http://books.google.com/books/content?id=CgolTH6AR8gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The author recounts her experiences as an initiate into the voodoo practices of Haiti and Jamaica in the 1930s,1990.0,3.97,311.0,1380.0,Tell My Horse: Voodoo and Life in Haiti and Jamaica,9780060916497 The author recounts her experiences as an initiate into the voodoo practices of Haiti and Jamaica in the 1930s
9780060920081,0060920084,The Lost Continent,Bill Bryson,Travel,http://books.google.com/books/content?id=3139wFo58H4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,An unsparing and hilarious account of one man's rediscovery of America and his search for the perfect small town.,1990.0,3.83,299.0,43779.0,The Lost Continent: Travels in Small Town America,9780060920081 An unsparing and hilarious account of one man's rediscovery of America and his search for the perfect small town.
9780060920647,0060920645,Three by Annie Dillard,Annie Dillard,Fiction,http://books.google.com/books/content?id=dRo8SwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A stunning collection of Annie Dillard's most popular books in one volume.,1990.0,4.34,617.0,550.0,"Three by Annie Dillard: The Writing Life, An American Childhood, Pilgrim at Tinker Creek",9780060920647 A stunning collection of Annie Dillard's most popular books in one volume.
9780060921088,0060921080,Declarations of Independence,Howard Zinn,Political science,http://books.google.com/books/content?id=f1wmvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The acclaimed author of A People's History of the United States presents an honest and piercing look at American political ideology.,1991.0,4.26,341.0,720.0,Declarations of Independence: Cross-examining American Ideology,9780060921088 The acclaimed author of A People's History of the United States presents an honest and piercing look at American political ideology.
9780060925819,0060925817,"Cathedral, Forge and Waterwheel",Joseph Gies,History,http://books.google.com/books/content?id=Rw0oTHwz264C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An illuminating look at the monumental inventions of the Middle Ages, by the authors of Life in a Medieval Castle.",1995.0,3.85,368.0,612.0,"Cathedral, Forge and Waterwheel","9780060925819 An illuminating look at the monumental inventions of the Middle Ages, by the authors of Life in a Medieval Castle."
9780060926960,0060926961,The Throne of the Third Heaven of the Nations Millennium General Assembly,Denis Johnson,Poetry,http://books.google.com/books/content?id=RCRllwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From the award-winning poet and novelist—a must-have collection of his four previous books of poetry plus a selection of new, unpublished work.",1996.0,4.16,240.0,556.0,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,"9780060926960 From the award-winning poet and novelist—a must-have collection of his four previous books of poetry plus a selection of new, unpublished work."
9780060929879,0060929871,Brave New World,Aldous Huxley,Fiction,http://books.google.com/books/content?id=-iU5Aq3WuGgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Huxley's classic prophetic novel describes the socialized horrors of a futuristic utopia devoid of individual freedom,1998.0,3.98,288.0,1173739.0,Brave New World,9780060929879 Huxley's classic prophetic novel describes the socialized horrors of a futuristic utopia devoid of individual freedom
9780060930059,0060930055,You Can't Go Home Again,Thomas Wolfe,Fiction,http://books.google.com/books/content?id=0yMZeA9tHOAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Novelist George Webber is driven from his hometown when his successful autobiographical novel infuriates the family and friends he has depicted in it,1998.0,4.05,711.0,3922.0,You Can't Go Home Again,9780060930059 Novelist George Webber is driven from his hometown when his successful autobiographical novel infuriates the family and friends he has depicted in it
9780060931674,0060931671,The Crying of Lot 49,Thomas Pynchon,Fiction,http://books.google.com/books/content?id=vp2Sv9KO1VUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After learning that she is the executor of her ex-lover's will, Oedipa Maas starts a strange journey through Southern California in the 1960s.",1999.0,3.7,152.0,2132.0,The Crying of Lot 49,"9780060931674 After learning that she is the executor of her ex-lover's will, Oedipa Maas starts a strange journey through Southern California in the 1960s."
9780060931957,0060931957,The Odyssey of Homer,Homer,Fiction,http://books.google.com/books/content?id=kNbrSH8Lbz8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The most eloquent translation of Homer's Odyssey into modern English.,1999.0,3.75,374.0,1100.0,The Odyssey of Homer,9780060931957 The most eloquent translation of Homer's Odyssey into modern English.
9780060934910,0060934913,Kitchen Confidential,Anthony Bourdain,Biography & Autobiography,http://books.google.com/books/content?id=ehIM1VKYSWYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A New York City chef and author of Gone Bamboo recounts his,2000.0,4.06,302.0,2428.0,Kitchen Confidential: Adventures in the Culinary Underbelly,9780060934910 A New York City chef and author of Gone Bamboo recounts his
9780060964047,0060964049,Tales of the City,Armistead Maupin,Fiction,http://books.google.com/books/content?id=yPXY8iMIekkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The eccentric, mysterious, naive, jaded, up-and-coming, down-and-out, adventuresome, and withdrawn boarders in Russian Hill share their dissimilar worlds and worries",1989.0,4.04,371.0,953.0,Tales of the City,"9780060964047 The eccentric, mysterious, naive, jaded, up-and-coming, down-and-out, adventuresome, and withdrawn boarders in Russian Hill share their dissimilar worlds and worries"
9780060977665,0060977663,Courtesans and Fishcakes,James Davidson,History,http://books.google.com/books/content?id=4rycPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,This fascinating reappraisal by a rising young scholar takes readers inside a Classical Athens that--contrary to conventional history--savored its pleasures as much as anyone.,1999.0,3.93,416.0,332.0,Courtesans and Fishcakes: The Consuming Passions of Classical Athens,9780060977665 This fascinating reappraisal by a rising young scholar takes readers inside a Classical Athens that--contrary to conventional history--savored its pleasures as much as anyone.
9780061120091,006112009X,One Hundred Years of Solitude,Gabriel Garcia Marquez,Fiction,,"Tells the story of the Buendia family, set against the background of the evolution and eventual decadence of a small South American town.",2006.0,4.06,448.0,1510.0,One Hundred Years of Solitude,"9780061120091 Tells the story of the Buendia family, set against the background of the evolution and eventual decadence of a small South American town."
9780061125935,0061125938,Goodnight Moon 123,Margaret Wise Brown;Clement Hurd,Juvenile Fiction,http://books.google.com/books/content?id=3Q2focAO09AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A little bunny counts and bids goodnight to all the objects in his room before falling asleep.,2007.0,3.59,32.0,189.0,Goodnight Moon 123: A Counting Book,9780061125935 A little bunny counts and bids goodnight to all the objects in his room before falling asleep.
9780061161575,0061161578,Ines of My Soul LP,Isabel Allende,Fiction,http://books.google.com/books/content?id=GDwU4rFSEFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A fact-based novel that recounts the life of national heroine Inés Suarez, a daring Spanish conquistadora who toiled to build the nation of Chile.",2006.0,3.92,528.0,45.0,Ines of My Soul LP: A Novel,"9780061161575 A fact-based novel that recounts the life of national heroine Inés Suarez, a daring Spanish conquistadora who toiled to build the nation of Chile."
9780062507549,0062507540,Owning Your Own Shadow,Robert A. Johnson,Self-Help,http://books.google.com/books/content?id=mLc9X3QCkR8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A bestselling author shows how we can reclaim and make peace with the ""shadow"" side of our personality.",1993.0,4.07,118.0,2432.0,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,"9780062507549 A bestselling author shows how we can reclaim and make peace with the ""shadow"" side of our personality."
9780062508119,0062508113,The World's Religions,Huston Smith,History,http://books.google.com/books/content?id=eDMIwLHwKOcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides an introduction to Hinduism, Buddhism, Confucianism, Taoism, Islam, Judaism, Christianity, and the native traditions of the Americas, Australia, Africa, and Oceania",1991.0,4.07,416.0,8383.0,The World's Religions: Our Great Wisdom Traditions,"9780062508119 Provides an introduction to Hinduism, Buddhism, Confucianism, Taoism, Islam, Judaism, Christianity, and the native traditions of the Americas, Australia, Africa, and Oceania"
9780062545039,0062545035,A Circle of Quiet,Madeleine L'Engle,Religion,http://books.google.com/books/content?id=0r6LtMCHH3wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,This journal shares fruitful reflections on life and career prompted by the author's visit to her personal place of retreat near her country home.,1984.0,4.21,246.0,4985.0,A Circle of Quiet,9780062545039 This journal shares fruitful reflections on life and career prompted by the author's visit to her personal place of retreat near her country home.
9780064300896,0064300897,Romanticism,Hugh Honour,Art,http://books.google.com/books/content?id=BsJHmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A study of the influence Romanticism exerts upon Western culture.,1979.0,3.73,416.0,41.0,Romanticism,9780064300896 A study of the influence Romanticism exerts upon Western culture.
9780064401104,0064401103,Heaven to Betsy,Maud Hart Lovelace,Juvenile Fiction,http://books.google.com/books/content?id=q3H5yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A novel about the active lives of two rather different high school freshmen in 1906.,1945.0,4.29,368.0,5224.0,Heaven to Betsy,9780064401104 A novel about the active lives of two rather different high school freshmen in 1906.
9780064401586,0064401588,Let the Hurricane Roar,Rose Wilder Lane,Families,http://books.google.com/books/content?id=xmQ-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A young pioneer couple homesteading in the Dakotas are beset with hardships and misfortune.,1985.0,3.96,118.0,179.0,Let the Hurricane Roar,9780064401586 A young pioneer couple homesteading in the Dakotas are beset with hardships and misfortune.
9780064406031,0064406032,American Dragons,Laurence Yep,Juvenile Fiction,http://books.google.com/books/content?id=-NZzW8s9EMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Includes short stories, poems, and excerpts from plays that relate what it is like growing up Asian American.",1995.0,3.41,256.0,63.0,American Dragons: Twenty-five Asian American Voices,"9780064406031 Includes short stories, poems, and excerpts from plays that relate what it is like growing up Asian American."
9780064420808,0064420809,Little House Friends,Heather Henson;Laura Ingalls Wilder,Juvenile Fiction,http://books.google.com/books/content?id=gMZbAAfZwAIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Laura Ingalls shares adventures and good times with her friends while growing up on the western frontier.,1998.0,3.99,80.0,70.0,Little House Friends,9780064420808 Laura Ingalls shares adventures and good times with her friends while growing up on the western frontier.
9780064433730,0064433730,Winter Days in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,http://books.google.com/books/content?id=H-igY69LTxcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Laura helps Ma and Pa make the little log cabin snug and cozy for the snowy days ahead. 1994 ""Pick of the Lists"" (ABA)",1995.0,4.28,32.0,1487.0,Winter Days in the Big Woods,"9780064433730 Laura helps Ma and Pa make the little log cabin snug and cozy for the snowy days ahead. 1994 ""Pick of the Lists"" (ABA)"
9780075536390,0075536390,The Complete Works,Tacitus,History,http://books.google.com/books/content?id=0U8CAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Translated by Alfred John Church and William Jackson Brodribb, Edited, with an Introduction, Moses Hadas",1964.0,4.29,773.0,267.0,The Complete Works,"9780075536390 Translated by Alfred John Church and William Jackson Brodribb, Edited, with an Introduction, Moses Hadas"
9780099476337,0099476339,False Colours,Georgette Heyer,Brothers,http://books.google.com/books/content?id=F7HoSc6VaVkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The Honourable Christopher Fancot is forced into an outrageous masquerade by the tangled affairs of his wayward family.,2005.0,3.85,303.0,4332.0,False Colours,9780099476337 The Honourable Christopher Fancot is forced into an outrageous masquerade by the tangled affairs of his wayward family.
9780099478423,0099478420,The Heart of the Matter,Graham Greene,Fiction,http://books.google.com/books/content?id=LkvkNUvCN2AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,An assistant police commissioner in a West African coastal town lets passion overrule his honor.,2004.0,3.99,272.0,21116.0,The Heart of the Matter,9780099478423 An assistant police commissioner in a West African coastal town lets passion overrule his honor.
9780131816596,0131816594,World Studies: Eastern Hemisphere,Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur,Juvenile Nonfiction,http://books.google.com/books/content?id=3EgFGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Introduces the geography, history, and cultures of the Middle East, Europe, Soviet Union, Asia, Africa, and Oceania.",2004.0,2.0,892.0,2.0,World Studies: Eastern Hemisphere,"9780131816596 Introduces the geography, history, and cultures of the Middle East, Europe, Soviet Union, Asia, Africa, and Oceania."
9780132382458,0132382458,Social Psychology,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,Psychology,http://books.google.com/books/content?id=5xz3PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Suitable for introductory Social Psychology classes, this work presents a scientific approach to social psychology.",2007.0,3.98,633.0,38.0,Social Psychology,"9780132382458 Suitable for introductory Social Psychology classes, this work presents a scientific approach to social psychology."
9780140030341,0140030344,The Nice and the Good,Iris Murdoch,Fiction,http://books.google.com/books/content?id=Mo6BImLAk6gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A respected Whitehall civil servant is asked to investigate the suicide of a colleague and begins to feel trapped by the after-effects of violence.,1978.0,3.84,362.0,1472.0,The Nice and the Good,9780140030341 A respected Whitehall civil servant is asked to investigate the suicide of a colleague and begins to feel trapped by the after-effects of violence.
